Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Necrosis	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
ECM_Exp2_M02_30D_Scene6.tif	CNU	Left: CNU	Image	Geometry	9655.9	4025.3	623	567	0	44	1	43	100	189.39	227047	3447
ECM_Exp2_M02_30D_Scene6.tif	CTX	Left: CTX	Image	Geometry	9176.7	3262	688	567	0	9979	1021	8958	100	681.8	13138769.7	34555
ECM_Exp2_M02_30D_Scene6.tif	IB	Left: IB	Image	Geometry	7486.2	4168.6	1129	343	0	3045	184	2861	100	551.74	5185391.7	19343.2
ECM_Exp2_M02_30D_Scene6.tif	MB	Left: MB	Image	Geometry	7146.8	3589.1	313	343	0	923	24	899	100	706.29	1272840.6	12764.2
ECM_Exp2_M02_30D_Scene6.tif	fiber tracts	Left: fiber tracts	Image	Geometry	8453	3253.8	1009	997	0	2773	200	2573	100	903	2849387.1	41445.6
ECM_Exp2_M02_30D_Scene6.tif	fiber tracts	Right: fiber tracts	Image	Geometry	4396.2	3046.8	1009	997	0	1760	144	1616	100	588.44	2746235.3	40413.3
ECM_Exp2_M02_30D_Scene6.tif	CNU	Right: CNU	Image	Geometry	3029.4	3737.7	623	567	0	128	12	116	100	586.57	197760.2	3140
ECM_Exp2_M02_30D_Scene6.tif	CTX	Right: CTX	Image	Geometry	3699.8	2968.9	688	567	0	12106	855	11251	100	896.94	12543768	33855
ECM_Exp2_M02_30D_Scene6.tif	IB	Right: IB	Image	Geometry	5268.7	4056.3	1129	343	0	4599	166	4433	100	864.76	5126280.3	19340.1
ECM_Exp2_M02_30D_Scene6.tif	MB	Right: MB	Image	Geometry	5676.6	3525.1	313	343	0	1166	128	1038	100	831.98	1247622	12681.6
