Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M11_5D_Scene1.tif	1	Negative	CNU	Polygon	2519.8	4478.5	57.4601	30.4786	0.7773	11.2937	7.945	0.6357	21.0488	5.6875	40	12	57.4146	22.6539	110	19	19.1951	10.0703	49	5	158.8049	82.1621	255	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	4.9999	6.7571
ECM_Exp2_M11_5D_Scene1.tif	2	Negative	CNU	Polygon	2258	5482	54.0801	31.158	0.7	12.2102	7.4496	0.8267	20.7632	10.3622	46	8	53.1579	24.6165	120	25	8.1316	2.5803	14	5	217.4474	54.8855	255	94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.1846	7.0445
ECM_Exp2_M11_5D_Scene1.tif	3	Negative	CNU	Polygon	2336.9	5795.7	67.6001	33.987	0.7354	13.2283	8.1842	0.7781	11.1556	5.772	25	1	50.4	17.7385	89	25	6.4222	4.5352	15	0	167.9111	92.3139	255	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.5562	6.9691
ECM_Exp2_M11_5D_Scene1.tif	4	Negative	CNU	Polygon	3131.9	5825.9	98.0202	54.3146	0.4175	16.5375	13.4625	0.7906	110.0769	16.7689	142	87	45.1692	11.0036	90	31	164.9231	62.0233	255	50	83.7385	44.564	233	30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.534	6.1037
ECM_Exp2_M11_5D_Scene1.tif	5	Negative	CNU	Polygon	3091.8	5867.5	172.3803	79.6685	0.3413	29.4485	10.8924	0.9587	38.1963	14.6747	67	8	45.6542	18.3041	89	12	73.9346	68.1926	255	13	185.514	70.92	255	28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.5858	6.1483
ECM_Exp2_M11_5D_Scene1.tif	6	Negative	CNU	Polygon	3040.7	5877.5	135.2003	61.6225	0.4474	21.1273	13.4097	0.6929	20.8506	13.5643	51	3	48.4138	20.725	119	12	60.6092	21.8868	119	7	214.908	74.9381	255	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.6019	6.2039
ECM_Exp2_M11_5D_Scene1.tif	7	Negative	CNU	Polygon	3006.5	5910.4	135.2003	45.985	0.8034	17.4632	10.3206	0.8134	18.5952	5.8929	32	8	45.3929	9.569	70	26	123.6905	41.9331	213	28	166.6548	57.4151	255	63	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.6429	6.242
ECM_Exp2_M11_5D_Scene1.tif	8	Negative	CNU	Polygon	2940	5926.3	163.9303	68.7388	0.436	20.0303	17.463	0.4851	39.2255	12.1312	102	17	46.8137	17.1347	98	18	126.9118	70.5406	255	30	153.2647	79.8322	255	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.6671	6.3148
ECM_Exp2_M11_5D_Scene1.tif	9	Negative	CNU	Polygon	3015.2	5923.2	87.8802	42.9082	0.5998	17.4984	8.0804	0.9034	25.2222	6.9572	39	16	48.7778	14.9435	91	23	90.2037	36.5551	197	42	198.9444	56.2969	255	90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.6568	6.233
ECM_Exp2_M11_5D_Scene1.tif	10	Negative	CNU	Polygon	2346.9	5930	106.4702	46.0462	0.631	16.469	9.9603	0.6904	25.4925	5.6067	34	17	45.5672	15.5312	100	24	19.3582	4.1768	35	12	81.5522	66.8207	255	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5192	6.7112	6.9623
