Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M03_5D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5757.1	3593.7	116.6102	43.0086	0.7922	17.7721	7.9266	0.8978	70.8	13.9155	93	42	27.9571	15.4746	76	12	17.7143	5.0134	30	5	89.6143	73.1935	252	19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	3.1553	4.3042
ECM_Exp2_M03_5D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5820.5	5352.3	241.6705	71.6053	0.5923	29.2846	12.4282	0.9145	59.589	5.3326	76	51	42.5411	17.8036	89	25	55.5959	11.8657	92	35	128.0959	54.449	255	41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	5.1813	4.3169
ECM_Exp2_M03_5D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	5794.1	5514.1	206.1804	56.5253	0.8109	20.9098	13.3819	0.7703	69.4444	10.2212	85	51	39.7698	21.1385	115	12	47.1032	14.9387	148	30	61.4048	24.914	188	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	5.3749	4.3706
ECM_Exp2_M03_5D_Scene1.tif	1	Positive	fiber tracts	Polygon	5554.1	3584.4	446.1609	83.7991	0.7984	28.4122	22.2191	0.5154	69.8309	14.1875	110	42	14.5662	11.1506	51	0	10.1287	7.0372	35	0	88.0257	35.8119	195	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	3.1366	4.5656
ECM_Exp2_M03_5D_Scene1.tif	4	Positive	fiber tracts	Polygon	5679.6	3613.5	344.7607	74.3078	0.7846	25.2002	19.1224	0.5294	65.3349	12.9805	93	34	13.4498	9.8346	51	0	12.2392	8.9066	51	0	70.11	62.6075	252	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	3.1759	4.4054
ECM_Exp2_M03_5D_Scene1.tif	11	Positive	fiber tracts	Polygon	5772.5	3721.8	310.9606	68.3704	0.8359	24.1909	18.3069	0.5356	73.8763	22.5079	128	25	7.4462	7.9973	25	0	11.0215	8.2711	40	0	56.0753	31.1732	140	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	3.3063	4.2863
ECM_Exp2_M03_5D_Scene1.tif	16	Positive	fiber tracts	Polygon	5433.3	3996.3	287.3006	71.8139	0.7001	27.1726	15.6093	0.8643	92.1919	30.142	153	34	18.7733	13.2709	64	0	19.7151	24.4501	138	0	168.2035	46.2275	255	70	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	3.6139	4.7284
ECM_Exp2_M03_5D_Scene1.tif	22	Positive	fiber tracts	Polygon	5781.4	5529.7	275.4706	65.5301	0.8061	21.5718	17.6984	0.4448	86.4817	9.4164	102	59	36.4146	13.0224	64	12	87.6585	61.9953	255	35	95.2317	40.007	255	41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	5.3944	4.3878
ECM_Exp2_M03_5D_Scene1.tif	25	Positive	fiber tracts	Polygon	5754.7	5569.9	248.4305	67.1741	0.6918	22.3037	18.7476	0.4092	58.9796	9.3475	85	42	22.0816	5.4427	25	12	39.7483	9.2993	92	25	130.8707	76.6865	255	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	5.4442	4.4249
ECM_Exp2_M03_5D_Scene1.tif	9	Positive	fiber tracts	Polygon	5784.8	3679.1	243.3605	77.7682	0.5057	26.4874	16.0513	0.8518	52.7619	11.4911	76	34	15.7075	11.9004	51	0	13.5374	7.6796	40	0	53.381	44.9057	233	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4975	3.2566	4.2694
