Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Necrosis	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
ECM_Exp2_M10_30D_Scene6.tif	CNU	Right: CNU	Image	Geometry	1494.6	5043.6	623	567	0	8	1	7	100	299.87	23343.5	1386.8
ECM_Exp2_M10_30D_Scene6.tif	CTX	Right: CTX	Image	Geometry	2122.6	4118.7	688	567	0	13077	707	12370	100	941.97	13132042.5	35714.1
ECM_Exp2_M10_30D_Scene6.tif	IB	Right: IB	Image	Geometry	3902.5	4850.6	1129	343	0	4468	178	4290	100	910.02	4714195.4	18998.4
ECM_Exp2_M10_30D_Scene6.tif	MB	Right: MB	Image	Geometry	4425.1	4377.2	313	343	0	1553	53	1500	100	810.23	1851331.6	13947.5
ECM_Exp2_M10_30D_Scene6.tif	fiber tracts	Left: fiber tracts	Image	Geometry	7322.4	3665.8	1009	997	0	1761	636	1125	100	445.7	2524130.1	39396.2
ECM_Exp2_M10_30D_Scene6.tif	fiber tracts	Right: fiber tracts	Image	Geometry	2885.8	4036.5	1009	997	0	1282	100	1182	100	417.27	2832720.5	41725.8
ECM_Exp2_M10_30D_Scene6.tif	CNU	Left: CNU	Image	Geometry	8884	4529.1	623	567	0	17	17	0	NaN	0	17826.1	1188.3
ECM_Exp2_M10_30D_Scene6.tif	CTX	Left: CTX	Image	Geometry	8056.8	3598.7	688	567	0	5708	1944	3764	100	303.23	12412881.1	34013.2
ECM_Exp2_M10_30D_Scene6.tif	IB	Left: IB	Image	Geometry	6523.6	4766.5	1129	343	0	2586	524	2062	100	484.42	4256604.9	18421.7
ECM_Exp2_M10_30D_Scene6.tif	MB	Left: MB	Image	Geometry	5936.4	4248.4	313	343	0	1271	240	1031	100	572.93	1799514.7	13577.5
