Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M35_30D_Scene1.tif	Necrosis	Necrosis	fiber tracts	Polygon	6411.2	3860.9	76.0502	33.6885	0.8421	12.7937	7.7823	0.8123	54.383	8.8134	76	34	15.0213	13.5108	64	0	9.6809	3.9569	20	5	136.5319	44.695	236	76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.5237	4.4054
ECM_Exp2_M35_30D_Scene1.tif	58	Positive	fiber tracts	Polygon	6471.3	5402.2	407.2908	117.0067	0.3738	43.8849	16.9284	0.942	68.3682	14.5737	110	25	9.6611	8.158	38	0	8.8285	6.2584	30	0	185.0084	63.5173	255	32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	5.4498	4.5312
ECM_Exp2_M35_30D_Scene1.tif	37	Positive	fiber tracts	Polygon	6337.3	3830.4	375.1808	79.5695	0.7447	29.2407	18.0204	0.7845	66.3274	17.1591	102	25	4.2212	6.4536	25	0	5.5531	4.3235	20	0	134.4602	76.5809	255	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.4843	4.4971
ECM_Exp2_M35_30D_Scene1.tif	21	Positive	fiber tracts	Polygon	6474.5	3730.4	371.8007	78.9444	0.7497	28.5549	19.4933	0.7344	73.2072	15.4021	110	42	8.0991	8.6484	51	0	7.0495	4.6324	20	0	155.4279	75.8253	255	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.3513	4.3331
ECM_Exp2_M35_30D_Scene1.tif	33	Positive	fiber tracts	Polygon	6226.5	3794	334.6207	76.1417	0.7253	24.3002	21.1335	0.5463	74.202	14.7243	102	42	8.6847	8.4237	38	0	18.399	8.0852	40	5	116.5862	61.82	255	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.437	4.6328
ECM_Exp2_M35_30D_Scene1.tif	26	Positive	fiber tracts	Polygon	6264.2	3757.9	310.9606	77.9984	0.6423	26.969	18.5128	0.7799	70.445	17.0042	119	34	9.5812	8.9415	38	0	8.1937	4.6464	25	0	56.466	31.318	188	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.3878	4.5881
ECM_Exp2_M35_30D_Scene1.tif	57	Positive	fiber tracts	Polygon	6422.3	5380.8	314.3406	82.9085	0.5747	32.214	17.7327	0.8624	64.9845	15.0572	102	34	6.8196	7.7955	25	0	6.2113	5.3578	35	0	147.0619	77.6155	255	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	5.4269	4.5849
ECM_Exp2_M35_30D_Scene1.tif	39	Positive	fiber tracts	Polygon	6494.9	3837.3	300.8206	72.8315	0.7127	25.3058	19.3414	0.6647	65.5615	18.1644	110	34	12.7754	12.5532	76	0	6.9519	3.6754	25	0	66.4171	56.5486	255	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.4925	4.3033
ECM_Exp2_M35_30D_Scene1.tif	19	Positive	fiber tracts	Polygon	6262.2	3720.4	283.9206	75.4062	0.6275	30.0433	13.851	0.8957	80.3721	26.5083	128	17	15.8488	9.2806	51	0	7.2674	5.2235	20	0	98.7558	81.9001	255	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.3369	4.5916
ECM_Exp2_M35_30D_Scene1.tif	24	Positive	fiber tracts	Polygon	6456	3757.2	280.5406	64.1984	0.8554	21.7811	17.1727	0.492	75.0178	20.7294	119	34	6.4438	7.4457	38	0	4.2012	3.4219	15	0	111.2308	51.2738	220	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4262	3.3868	4.3544
