Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Necrosis	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
ECM_Exp2_M09_15D_Scene6.tif	CNU	Right: CNU	Image	Geometry	3484.2	4819.6	623	567	0	273	22	251	100	182.75	1373440.7	8808
ECM_Exp2_M09_15D_Scene6.tif	CTX	Right: CTX	Image	Geometry	3258	3525.7	688	567	0	14136	243	13893	100	1056.6	13149281.7	33530.2
ECM_Exp2_M09_15D_Scene6.tif	IB	Right: IB	Image	Geometry	5187.6	4295.3	1129	343	0	5522	66	5456	100	852.12	6402835.4	19416.4
ECM_Exp2_M09_15D_Scene6.tif	MB	Right: MB	Image	Geometry	5656.8	3239.1	313	343	0	139	3	136	100	653.03	208261.4	4155.8
ECM_Exp2_M09_15D_Scene6.tif	fiber tracts	Left: fiber tracts	Image	Geometry	8360.3	3214.9	1009	997	0	2107	408	1699	100	601.06	2826669.8	33920.9
ECM_Exp2_M09_15D_Scene6.tif	fiber tracts	Right: fiber tracts	Image	Geometry	4033.9	3568.3	1009	997	0	1517	26	1491	100	506.79	2942036.3	34290.4
ECM_Exp2_M09_15D_Scene6.tif	CNU	Left: CNU	Image	Geometry	9113.3	4281.5	623	567	0	250	153	97	100	73.96	1311434.3	8790.6
ECM_Exp2_M09_15D_Scene6.tif	CTX	Left: CTX	Image	Geometry	9097.1	3041.7	688	567	0	6244	979	5265	100	421.04	12504772.7	33180.1
ECM_Exp2_M09_15D_Scene6.tif	IB	Left: IB	Image	Geometry	7359.1	4095.6	1129	343	0	5503	300	5203	100	824.65	6309351.5	19434.4
ECM_Exp2_M09_15D_Scene6.tif	MB	Left: MB	Image	Geometry	6701.6	3149.4	313	343	0	184	4	180	100	860.92	209079.6	4127.6
