Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cell: Channel 3 mean	Cell: Channel 3 std dev	Cell: Channel 3 max	Cell: Channel 3 min	Cell: Channel 4 mean	Cell: Channel 4 std dev	Cell: Channel 4 max	Cell: Channel 4 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Cytoplasm: Channel 3 mean	Cytoplasm: Channel 3 std dev	Cytoplasm: Channel 3 max	Cytoplasm: Channel 3 min	Cytoplasm: Channel 4 mean	Cytoplasm: Channel 4 std dev	Cytoplasm: Channel 4 max	Cytoplasm: Channel 4 min	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm
ECM_Exp2_M39_0D_Scene6.tif	1	Negative	CNU	Polygon	3283.5	5002.8	204.4904	70.2207	0.5211	29.2642	10.7372	0.9403	55.2222	34.1856	143	17	53.7143	20.9548	122	21	23.2222	20.4278	108	3	254.9921	0.0891	255	254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	3.6129	9.2866
ECM_Exp2_M39_0D_Scene6.tif	2	Negative	CNU	Polygon	3073.4	5229.5	60.8401	31.2526	0.7828	12.2501	6.7139	0.8155	74.8718	8.1343	93	59	62.0513	25.6597	125	18	10.3077	2.8576	16	5	139.8462	54.1555	254	73	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	3.8473	9.5359
ECM_Exp2_M39_0D_Scene6.tif	3	Negative	CNU	Polygon	3316.9	5261.1	84.5002	42.0197	0.6014	16.4524	9.6493	0.7975	14.7037	3.3003	19	8	48.9259	22.3934	98	14	5.3519	2.6146	11	0	99.0926	70.0456	248	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	3.8992	9.2553
ECM_Exp2_M39_0D_Scene6.tif	4	Negative	CNU	Polygon	3122.4	5397	67.6001	36.0683	0.653	14.9579	6.4495	0.9197	89.0222	6.4367	101	75	79.8	33.2597	162	31	9.9333	3.6269	18	5	162.6222	80.7677	255	60	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.0339	9.4816
ECM_Exp2_M39_0D_Scene6.tif	5	Negative	CNU	Polygon	3093.4	5397.8	65.9101	33.1516	0.7536	11.7811	9.137	0.47	101.4545	31.7149	165	38	50.8409	22.8473	109	20	14.9545	3.0724	21	9	62.6136	28.0259	131	32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.0327	9.5152
ECM_Exp2_M39_0D_Scene6.tif	6	Negative	CNU	Polygon	3248.6	5418.9	114.9202	47.4428	0.6416	19.2975	10.0721	0.8207	9.6622	4.5549	20	3	46.9324	17.4272	88	15	42.4865	26.9425	124	9	247.7027	14.0369	255	198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.0655	9.3358
ECM_Exp2_M39_0D_Scene6.tif	7	Negative	CNU	Polygon	3244.9	5478.3	130.1303	60.6679	0.4443	19.6925	12.9519	0.79	49.6786	15.781	99	21	49.9524	25.3662	119	11	52.4405	63.4459	240	9	147.3929	76.1626	255	47	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.129	9.34
ECM_Exp2_M39_0D_Scene6.tif	8	Negative	CNU	Polygon	3303.9	5516.5	158.8603	77.3525	0.3336	32.368	9.6062	0.9678	24.8646	11.4576	50	8	61.0104	22.6899	129	20	13.625	4.4397	21	5	234.5208	34.1643	255	125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.1726	9.2719
ECM_Exp2_M39_0D_Scene6.tif	9	Negative	CNU	Polygon	3270.4	5611.6	172.3803	74.5999	0.3892	27.7792	12.022	0.9563	21.3028	6.9888	34	8	69.2569	30.0492	138	17	14.6239	5.6565	46	6	121.5321	53.2313	255	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.2721	9.3091
ECM_Exp2_M39_0D_Scene6.tif	10	Negative	CNU	Polygon	3506.2	5616.2	109.8502	61.522	0.3647	25.263	7.9824	0.9635	44.0286	5.4533	57	34	52.5857	22.3778	131	23	17.1286	3.2612	23	10	218.6429	50.9547	255	105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.4094	4.285	9.0418
