Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Necrosis	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
ECM_Exp2_M33_5D_Scene6.tif	CNU	Left: CNU	Image	Geometry	10233.8	4579	623	567	0	55	11	44	100	103.62	424625.7	7033.9
ECM_Exp2_M33_5D_Scene6.tif	CTX	Left: CTX	Image	Geometry	9797	3381.3	688	567	0	11318	2688	8630	100	579.01	14904653.9	37583.5
ECM_Exp2_M33_5D_Scene6.tif	IB	Left: IB	Image	Geometry	8086	4499.6	1129	343	0	5607	232	5375	100	833.79	6446431	21265.1
ECM_Exp2_M33_5D_Scene6.tif	MB	Left: MB	Image	Geometry	7725.4	3880.6	313	343	0	923	26	897	100	615.57	1457184.5	11798.5
ECM_Exp2_M33_5D_Scene6.tif	CNU	Right: CNU	Image	Geometry	3611.3	4449.2	623	567	0	327	42	285	100	728.66	391129.8	6861.1
ECM_Exp2_M33_5D_Scene6.tif	CTX	Right: CTX	Image	Geometry	3967.5	3280.4	688	567	0	13086	826	12260	100	820.87	14935370.4	37023.5
ECM_Exp2_M33_5D_Scene6.tif	IB	Right: IB	Image	Geometry	5686.9	4479.3	1129	343	0	5530	158	5372	100	844.66	6359950.8	21199.7
ECM_Exp2_M33_5D_Scene6.tif	MB	Right: MB	Image	Geometry	6052.2	3849	313	343	0	997	83	914	100	628.45	1454363.9	11793.9
ECM_Exp2_M33_5D_Scene6.tif	fiber tracts	Left: fiber tracts	Image	Geometry	9035.8	3360	1009	997	0	1622	260	1362	100	415.19	3280442.8	42083.6
ECM_Exp2_M33_5D_Scene6.tif	fiber tracts	Right: fiber tracts	Image	Geometry	4782.3	3258.7	1009	997	0	1793	115	1678	100	523.4	3205939.2	41356
